Date,WL
31/05/2017,16.219999999999999
01/06/2017,16.280000000000001
02/06/2017,16.260000000000002
03/06/2017,16.280000000000001
04/06/2017,16.34
05/06/2017,16.760000000000002
06/06/2017,17.460000000000001
07/06/2017,17.809999999999999
08/06/2017,17.960000000000001
09/06/2017,18.050000000000001
10/06/2017,17.84
11/06/2017,17.489999999999998
12/06/2017,17.190000000000001
13/06/2017,16.969999999999999
14/06/2017,16.850000000000001
15/06/2017,16.890000000000001
16/06/2017,17.050000000000001
17/06/2017,17.25
18/06/2017,17.449999999999999
19/06/2017,17.789999999999999
20/06/2017,18.039999999999999
21/06/2017,18.359999999999999
22/06/2017,18.5
23/06/2017,18.530000000000001
24/06/2017,18.539999999999999
25/06/2017,18.530000000000001
26/06/2017,18.48
27/06/2017,18.300000000000001
28/06/2017,18.23
29/06/2017,18.120000000000001
30/06/2017,18.239999999999998
01/07/2017,18.41
02/07/2017,18.640000000000001
03/07/2017,18.84
04/07/2017,18.949999999999999
05/07/2017,19.120000000000001
06/07/2017,19.359999999999999
07/07/2017,19.690000000000001
08/07/2017,19.829999999999998
09/07/2017,19.870000000000001
10/07/2017,19.859999999999999
11/07/2017,20.100000000000001
12/07/2017,20.260000000000002
13/07/2017,20.34
14/07/2017,20.370000000000001
15/07/2017,20.289999999999999
16/07/2017,20.09
17/07/2017,19.800000000000001
18/07/2017,19.530000000000001
19/07/2017,19.260000000000002
20/07/2017,19.09
21/07/2017,18.949999999999999
22/07/2017,18.789999999999999
23/07/2017,18.699999999999999
24/07/2017,18.670000000000002
25/07/2017,18.670000000000002
26/07/2017,18.629999999999999
27/07/2017,18.57
28/07/2017,18.48
29/07/2017,18.399999999999999
30/07/2017,18.399999999999999
31/07/2017,18.43
01/08/2017,18.489999999999998
02/08/2017,18.48
03/08/2017,18.460000000000001
04/08/2017,18.469999999999999
05/08/2017,18.57
06/08/2017,18.620000000000001
07/08/2017,18.57
08/08/2017,18.52
09/08/2017,18.52
10/08/2017,18.66
11/08/2017,18.879999999999999
12/08/2017,19.489999999999998
13/08/2017,20.079999999999998
14/08/2017,20.640000000000001
15/08/2017,20.829999999999998
16/08/2017,20.84
17/08/2017,20.739999999999998
18/08/2017,20.52
19/08/2017,20.280000000000001
20/08/2017,20.09
21/08/2017,19.899999999999999
22/08/2017,19.760000000000002
23/08/2017,19.550000000000001
24/08/2017,19.449999999999999
25/08/2017,19.34
26/08/2017,19.170000000000002
27/08/2017,19.02
28/08/2017,19
29/08/2017,18.850000000000001
30/08/2017,18.739999999999998
31/08/2017,18.600000000000001
01/09/2017,18.48
02/09/2017,18.510000000000002
03/09/2017,18.59
04/09/2017,18.559999999999999
05/09/2017,18.579999999999998
06/09/2017,18.600000000000001
07/09/2017,18.629999999999999
08/09/2017,18.73
09/09/2017,18.850000000000001
10/09/2017,19.030000000000001
11/09/2017,19.300000000000001
12/09/2017,19.379999999999999
13/09/2017,19.289999999999999
14/09/2017,19.16
15/09/2017,19.039999999999999
16/09/2017,18.940000000000001
17/09/2017,18.77
18/09/2017,18.579999999999998
19/09/2017,18.399999999999999
20/09/2017,18.27
21/09/2017,18.18
22/09/2017,18.079999999999998
23/09/2017,18.079999999999998
24/09/2017,17.969999999999999
25/09/2017,17.879999999999999
26/09/2017,17.859999999999999
27/09/2017,17.940000000000001
28/09/2017,18.030000000000001
29/09/2017,18.050000000000001
30/09/2017,18.100000000000001
01/10/2017,18.199999999999999
02/10/2017,18.460000000000001
03/10/2017,18.57
04/10/2017,18.43
05/10/2017,18.27
06/10/2017,18.140000000000001
07/10/2017,18.129999999999999
08/10/2017,18.239999999999998
09/10/2017,18.300000000000001
10/10/2017,18.300000000000001
11/10/2017,18.120000000000001
12/10/2017,17.850000000000001
13/10/2017,17.559999999999999
14/10/2017,17.359999999999999
15/10/2017,17.140000000000001
16/10/2017,17.039999999999999
17/10/2017,17.010000000000002
18/10/2017,16.940000000000001
19/10/2017,16.899999999999999
21/10/2017,17.109999999999999
22/10/2017,17.32
23/10/2017,17.219999999999999
24/10/2017,16.98
25/10/2017,16.82
26/10/2017,16.68
28/10/2017,16.68
29/10/2017,16.82
30/10/2017,16.920000000000002
31/10/2017,16.989999999999998
02/12/2017,14.17
03/12/2017,14.140000000000001
09/12/2017,14.02
10/12/2017,13.970000000000001
